,Voltage,Omega,poles,Temperature,Current,powerFactor,Frequency,efficiency
4262,463.0,95.8,3,316,8.7,0.7,307.72,99.88
4263,401.9,111.1,3,321,11.2,0.7,307.72,79.21
4264,457.0,93.6,2,334,8.8,0.7,314.0,57.6
4265,418.6,81.0,2,328,9.4,0.5,314.0,58.64
4266,461.7,90.9,3,318,7.9,0.7,314.0,91.28
4267,465.9,102.7,3,327,12.4,0.6,307.72,84.34
4268,452.3,97.9,3,334,8.1,0.8,314.0,85.21
4269,468.7,98.8,2,326,8.6,0.5,307.72,92.87
4270,443.7,99.8,3,325,10.2,0.7,307.72,81.6
4271,467.2,109.3,2,317,7.6,0.8,314.0,76.66
4272,437.8,93.1,2,320,9.9,0.5,307.72,75.94
4273,419.7,82.7,3,328,11.6,0.5,314.0,65.99
4274,446.2,94.7,2,320,10.1,0.6,314.0,57.62
4275,404.2,100.8,3,327,12.8,0.7,307.72,63.48
4276,414.5,113.5,2,321,8.5,0.6,307.72,86.78
4277,434.7,93.8,3,322,10.3,0.5,314.0,97.5
4278,470.1,108.8,2,315,12.8,0.5,307.72,76.52
4279,422.1,109.6,2,317,8.1,0.6,307.72,87.94
4280,422.0,111.6,2,316,10.4,0.5,314.0,79.96
4281,465.0,111.8,3,330,11.2,0.8,314.0,75.26
4282,410.1,115.6,2,327,12.1,0.5,307.72,69.84
4283,447.7,97.9,2,332,11.2,0.6,314.0,53.55
4284,402.4,88.7,3,326,11.9,0.5,307.72,70.61
4285,473.3,97.2,2,323,9.0,0.6,307.72,72.17
4286,423.9,89.4,3,327,9.5,0.8,314.0,62.1
4287,464.7,117.8,2,329,11.2,0.5,314.0,85.86
4288,443.7,106.2,3,331,12.7,0.7,307.72,69.52
4289,412.2,102.6,2,323,7.9,0.8,307.72,59.6
4290,415.3,109.0,2,316,7.9,0.8,307.72,68.44
4291,427.4,88.3,3,318,11.3,0.5,314.0,81.76
4292,461.3,89.7,2,327,10.1,0.7,307.72,53.26
4293,436.3,85.2,3,332,12.7,0.5,314.0,69.36
4294,426.8,119.4,2,320,10.1,0.5,307.72,97.47
4295,420.8,101.7,2,332,7.4,0.6,307.72,80.55
4296,447.6,80.3,3,321,10.4,0.7,314.0,58.23
4297,468.1,88.1,3,315,12.1,0.8,314.0,56.88
4298,416.5,88.7,3,319,12.0,0.5,307.72,78.32
4299,458.0,118.5,3,330,11.7,0.8,307.72,86.57
4300,411.0,96.3,2,334,11.9,0.5,307.72,57.52
4301,435.7,98.8,3,332,10.4,0.8,314.0,67.18
4302,461.6,117.5,2,333,10.3,0.7,307.72,67.26
4303,411.5,91.0,3,321,12.3,0.5,307.72,82.77
4304,423.8,94.1,2,321,7.8,0.8,307.72,56.92
4305,446.9,84.5,3,325,10.5,0.6,314.0,72.33
4306,429.5,112.0,2,328,7.6,0.8,314.0,74.65
4307,436.6,84.8,2,319,10.4,0.6,314.0,50.69
4308,419.8,110.3,2,330,8.0,0.8,314.0,68.58
4309,402.4,94.3,3,322,7.7,0.7,307.72,96.2
4310,418.7,108.4,2,322,9.4,0.7,314.0,61.51
4311,426.0,89.0,3,333,12.8,0.6,307.72,59.0
4312,405.7,103.5,3,324,12.9,0.6,307.72,70.79
4313,446.0,119.1,2,322,12.9,0.7,314.0,54.24
4314,439.3,97.6,2,326,7.5,0.7,314.0,67.46
4315,414.8,81.6,2,334,7.5,0.6,314.0,53.14
4316,468.6,99.1,2,329,8.9,0.6,314.0,68.8
4317,427.9,99.5,2,332,10.4,0.6,314.0,58.49
4318,437.2,98.8,3,323,11.2,0.7,307.72,68.48
4319,464.2,116.1,2,319,10.1,0.8,314.0,60.39
4320,444.8,82.1,3,319,7.1,0.7,307.72,93.88
4321,451.4,84.1,3,320,10.2,0.8,307.72,55.51
4322,475.7,117.8,2,334,12.8,0.5,307.72,81.82
4323,423.9,116.3,2,316,8.7,0.8,314.0,72.03
4324,401.1,94.6,3,328,11.3,0.5,314.0,86.99
4325,454.8,85.0,3,320,11.5,0.6,307.72,69.75
4326,475.6,92.9,3,333,12.4,0.8,307.72,60.04
4327,403.0,98.9,2,324,12.2,0.5,307.72,60.94
4328,435.6,87.3,2,315,7.7,0.6,314.0,73.16
4329,423.2,111.0,2,316,9.3,0.8,314.0,61.06
4330,435.2,104.8,2,331,11.5,0.6,307.72,55.05
4331,402.2,106.0,2,320,12.0,0.6,314.0,53.38
4332,443.1,102.7,2,322,9.2,0.8,307.72,58.19
4333,422.3,113.1,2,322,12.5,0.5,314.0,65.88
4334,466.0,92.9,2,324,10.5,0.7,307.72,54.77
4335,473.0,112.9,3,334,9.9,0.8,307.72,88.26
4336,411.8,89.3,2,325,7.5,0.6,307.72,66.07
4337,447.2,83.6,3,321,7.0,0.8,314.0,80.24
4338,474.6,112.5,2,315,11.9,0.8,314.0,50.02
4339,468.6,88.2,2,324,7.8,0.6,314.0,67.43
4340,440.7,119.5,2,319,10.5,0.6,314.0,75.84
4341,411.2,82.9,3,315,7.9,0.6,307.72,94.4
4342,463.3,106.0,3,320,12.0,0.6,314.0,96.23
4343,479.1,101.9,2,330,8.7,0.7,307.72,72.82
4344,410.1,97.4,2,325,7.5,0.5,314.0,87.79
4345,436.4,98.1,3,323,8.6,0.8,307.72,79.71
4346,417.1,81.9,3,330,11.8,0.6,307.72,62.27
4347,446.3,111.7,2,334,8.4,0.8,307.72,65.99
4348,438.9,85.5,3,322,7.6,0.7,314.0,86.28
4349,448.8,97.3,3,329,9.0,0.7,307.72,91.11
4350,412.1,117.5,2,317,7.2,0.8,314.0,82.97
4351,465.5,89.5,2,327,7.4,0.8,307.72,54.17
4352,441.6,90.4,3,329,12.1,0.6,314.0,62.27
4353,425.3,90.8,2,317,11.7,0.5,314.0,58.98
4354,471.9,80.0,3,320,10.2,0.6,307.72,78.19
4355,455.2,103.4,2,318,11.6,0.5,307.72,70.94
4356,474.5,108.5,3,319,12.3,0.8,314.0,68.83
4357,431.8,93.2,3,328,10.0,0.6,314.0,82.35
4358,471.6,117.7,2,325,12.1,0.8,307.72,53.71
4359,419.5,102.7,3,332,10.6,0.7,314.0,72.49
4360,412.3,80.8,3,315,9.6,0.6,314.0,66.86
4361,426.8,108.4,2,324,7.2,0.8,307.72,73.63
4362,430.7,101.8,3,328,9.4,0.6,314.0,97.52
4363,466.4,100.1,3,321,10.3,0.7,307.72,83.44
4364,445.8,90.8,2,323,12.1,0.6,314.0,50.4
4365,463.4,87.7,2,333,8.6,0.7,314.0,57.75
4366,409.5,103.0,3,319,11.9,0.5,307.72,96.69
4367,479.0,111.0,2,327,8.7,0.6,307.72,94.0
4368,401.1,109.6,2,330,10.1,0.5,307.72,76.89
4369,435.6,95.9,3,329,11.4,0.6,314.0,75.6
4370,476.3,101.0,3,323,11.9,0.7,307.72,80.84
4371,457.9,94.2,2,322,7.4,0.8,307.72,60.59
4372,452.7,111.2,2,323,11.3,0.8,307.72,52.64
4373,456.4,109.7,2,325,11.9,0.7,307.72,53.04
4374,416.7,114.5,3,327,10.3,0.7,314.0,91.29
4375,473.8,82.7,3,316,9.1,0.8,314.0,63.27
4376,407.5,116.0,2,323,7.0,0.8,314.0,75.19
4377,460.4,106.3,3,319,11.8,0.7,307.72,79.99
4378,453.2,89.6,2,334,8.9,0.5,307.72,78.15
4379,423.6,80.5,3,329,10.6,0.6,307.72,64.55
4380,463.7,82.4,2,324,7.4,0.8,314.0,50.61
4381,400.5,107.9,3,320,11.6,0.8,314.0,59.55
4382,462.4,95.3,3,317,10.4,0.6,314.0,95.68
4383,476.2,107.1,3,332,12.8,0.7,307.72,74.91
4384,423.0,115.0,2,328,10.2,0.5,307.72,88.54
4385,468.7,81.7,2,325,8.9,0.6,314.0,55.99
4386,479.1,81.3,3,323,9.5,0.8,307.72,58.07
4387,469.8,90.8,3,326,7.5,0.8,314.0,88.94
4388,427.6,111.0,2,327,9.5,0.6,314.0,78.27
4389,435.1,94.1,2,331,11.0,0.6,314.0,52.14
4390,473.6,91.4,3,330,12.5,0.5,314.0,85.86
4391,422.9,82.4,2,317,11.7,0.5,314.0,51.68
4392,413.4,113.9,3,315,12.0,0.7,307.72,83.63
4393,420.7,89.0,3,322,7.9,0.7,307.72,81.52
4394,463.2,82.7,2,318,7.9,0.8,307.72,50.82
4395,474.7,95.3,2,329,10.6,0.7,307.72,51.34
4396,414.8,90.0,3,326,9.6,0.6,314.0,78.88
4397,428.7,107.7,3,326,12.7,0.7,314.0,73.5
4398,421.5,104.1,2,319,10.2,0.7,314.0,51.07
4399,469.7,108.8,2,323,8.3,0.7,307.72,78.14
4400,425.9,109.2,2,324,12.7,0.6,307.72,60.93
4401,463.3,108.0,2,315,9.8,0.6,314.0,73.68
4402,450.5,88.4,2,315,9.2,0.7,307.72,52.71
4403,421.1,82.1,3,323,8.9,0.8,314.0,60.34
4404,454.0,118.8,2,318,9.3,0.6,307.72,92.53
4405,432.9,104.1,3,330,10.9,0.8,314.0,65.15
4406,405.6,107.1,2,334,9.3,0.8,314.0,53.69
4407,424.4,114.1,2,329,10.0,0.5,307.72,88.22
4408,466.9,88.5,3,332,10.6,0.5,314.0,92.72
4409,425.5,92.9,3,318,8.9,0.8,307.72,75.14
4410,455.9,82.1,3,317,9.4,0.6,314.0,82.25
4411,400.2,111.2,3,322,12.5,0.6,314.0,82.78
4412,418.6,113.7,2,329,7.9,0.8,314.0,68.57
4413,404.0,93.9,3,319,12.6,0.8,307.72,50.66
4414,455.2,106.2,3,317,12.3,0.8,307.72,72.21
4415,456.8,119.6,2,330,12.7,0.7,314.0,60.48
4416,447.7,102.3,2,334,11.3,0.5,307.72,67.89
4417,461.2,94.8,2,326,7.3,0.8,314.0,63.86
4418,463.6,83.3,2,331,7.8,0.5,307.72,77.98
4419,424.3,89.8,2,316,10.2,0.5,314.0,65.27
4420,469.7,106.9,3,316,10.2,0.7,307.72,97.74
4421,471.6,98.8,2,325,9.6,0.6,307.72,73.48
4422,450.0,97.8,2,315,8.0,0.7,307.72,69.31
4423,419.1,85.2,3,323,11.2,0.7,307.72,52.03
4424,440.1,100.2,3,326,9.6,0.8,307.72,80.39
4425,409.3,119.5,2,331,12.5,0.6,307.72,64.81
4426,431.1,104.1,2,318,7.3,0.8,314.0,73.08
4427,459.6,106.4,2,320,9.5,0.5,314.0,94.98
4428,448.9,100.3,2,324,11.5,0.5,307.72,71.91
4429,435.5,85.6,3,332,10.2,0.7,314.0,60.97
4430,456.6,86.5,3,318,11.8,0.5,307.72,83.64
4431,401.2,97.0,3,327,12.6,0.6,307.72,62.24
4432,412.6,99.8,3,332,7.8,0.8,314.0,81.51
4433,454.9,92.6,3,318,10.5,0.8,307.72,69.98
4434,472.7,85.6,2,330,8.4,0.8,307.72,50.29
4435,413.8,92.2,3,331,11.4,0.6,314.0,68.38
4436,425.4,91.2,2,319,7.7,0.6,307.72,67.95
4437,478.2,116.6,2,323,8.9,0.8,314.0,72.69
4438,439.2,82.0,2,326,8.1,0.7,307.72,55.79
4439,405.8,116.6,2,322,7.9,0.8,307.72,74.99
4440,456.7,98.1,3,318,11.1,0.7,307.72,75.85
4441,420.6,108.8,2,323,10.8,0.5,314.0,76.71
4442,444.7,104.6,3,327,9.7,0.8,314.0,76.79
4443,437.3,91.4,2,315,9.7,0.7,307.72,51.83
4444,432.9,88.3,3,323,10.4,0.8,314.0,51.72
4445,445.8,98.6,3,316,12.7,0.7,307.72,70.34
4446,465.2,116.7,2,328,7.1,0.8,307.72,89.53
4447,465.5,116.9,2,334,9.2,0.7,307.72,80.55
4448,448.9,83.8,2,321,10.0,0.5,307.72,57.8
4449,464.7,83.1,3,318,9.2,0.8,314.0,59.31
4450,477.2,116.6,2,332,10.1,0.8,314.0,66.05
4451,415.5,118.1,2,331,10.8,0.6,307.72,67.39
4452,449.1,94.5,3,322,12.4,0.8,314.0,55.48
4453,430.6,107.9,2,325,9.8,0.6,314.0,65.78
4454,454.8,115.9,2,332,11.9,0.5,307.72,86.47
4455,477.7,90.9,2,326,8.6,0.5,307.72,80.72
4456,444.1,88.4,2,324,8.8,0.6,307.72,65.78
4457,447.1,81.3,3,333,12.2,0.6,307.72,60.27
4458,444.1,115.7,3,330,12.8,0.8,314.0,67.01
4459,413.7,88.5,3,333,8.2,0.7,307.72,78.64
4460,420.9,103.0,2,324,8.0,0.5,307.72,95.04
4461,461.7,93.9,3,322,10.7,0.8,307.72,63.2
4462,473.4,84.3,3,334,12.9,0.6,314.0,61.49
4463,418.2,80.7,2,318,7.3,0.6,314.0,63.32
4464,460.0,119.6,2,334,9.7,0.7,307.72,79.37
4465,476.5,81.4,2,323,9.5,0.6,307.72,57.85
4466,433.7,90.6,3,329,11.3,0.7,307.72,57.59
4467,442.8,105.1,3,333,11.0,0.8,314.0,65.42
4468,449.9,109.1,3,331,11.9,0.8,314.0,63.42
4469,419.8,94.8,2,319,7.0,0.8,314.0,56.98
4470,422.3,110.0,2,333,9.6,0.6,307.72,75.49
4471,448.1,114.4,2,334,12.0,0.8,307.72,51.62
4472,404.6,89.0,2,323,9.7,0.5,314.0,56.3
4473,412.6,97.1,3,323,12.0,0.8,314.0,51.61
4474,439.6,96.7,2,326,8.9,0.7,307.72,58.51
4475,471.2,98.1,2,329,9.5,0.5,307.72,85.66
4476,404.0,98.9,2,328,9.1,0.6,314.0,60.23
4477,427.3,82.1,3,327,11.8,0.6,314.0,59.81
4478,477.4,101.5,2,320,10.7,0.8,307.72,51.47
4479,461.7,118.9,2,326,7.9,0.8,314.0,83.94
4480,451.9,93.6,3,328,9.7,0.6,307.72,94.13
4481,410.3,97.4,3,327,12.6,0.6,314.0,69.17
4482,407.1,97.6,2,315,8.7,0.6,314.0,71.0
4483,478.3,93.0,2,318,8.0,0.7,314.0,65.82
4484,406.1,114.4,3,317,11.5,0.7,314.0,81.09
4485,434.3,84.9,3,318,9.1,0.6,307.72,80.78
4486,404.0,85.7,3,317,9.8,0.7,307.72,66.54
4487,430.4,94.7,3,334,10.8,0.5,314.0,91.74
4488,420.7,104.5,2,319,10.6,0.5,314.0,71.47
4489,432.9,102.0,2,325,9.2,0.6,314.0,71.66
4490,401.0,106.7,3,333,10.1,0.6,307.72,91.93
4491,472.5,100.7,2,322,11.4,0.6,314.0,60.77
4492,467.6,96.4,3,331,10.7,0.7,314.0,76.2
4493,420.8,103.9,2,320,10.1,0.8,307.72,51.78
4494,414.0,110.6,2,328,9.7,0.8,314.0,50.07
4495,412.7,100.0,3,329,11.0,0.7,307.72,71.58
4496,422.6,85.3,3,333,12.3,0.7,314.0,53.48
4497,455.1,98.5,2,328,7.9,0.8,307.72,64.02
4498,442.6,117.5,2,322,11.4,0.6,314.0,74.1
4499,426.3,99.0,3,332,12.0,0.8,307.72,59.1
4500,415.6,105.9,2,324,10.0,0.5,314.0,79.33
4501,474.6,95.3,2,334,7.6,0.7,307.72,74.9
4502,442.4,93.1,2,324,8.5,0.7,307.72,55.73
4503,446.1,85.5,3,317,10.3,0.5,314.0,92.02
4504,429.0,87.8,2,322,11.4,0.5,314.0,55.44
4505,417.3,99.7,3,324,10.4,0.7,314.0,75.08
4506,448.1,88.8,3,331,8.1,0.7,307.72,88.16
4507,460.3,110.2,2,326,7.3,0.7,314.0,90.65
4508,406.5,117.3,3,332,10.4,0.7,314.0,86.27
4509,440.7,110.7,3,327,12.7,0.7,307.72,76.66
4510,431.7,100.7,2,325,8.9,0.6,314.0,71.46
4511,453.4,98.9,3,329,11.4,0.5,314.0,99.05
4512,449.7,108.8,3,324,12.8,0.7,314.0,73.92
4513,440.3,103.7,3,326,9.9,0.8,314.0,75.68
4514,452.3,84.4,2,325,8.2,0.6,314.0,59.39
4515,466.0,116.8,2,332,7.7,0.8,307.72,80.64
4516,417.5,108.3,3,319,10.1,0.7,307.72,94.48
4517,422.9,93.0,3,332,7.9,0.8,314.0,79.33
4518,460.4,90.3,2,320,10.5,0.5,307.72,70.29
4519,403.5,95.5,3,316,7.4,0.7,307.72,99.84
4520,433.1,108.1,3,320,10.6,0.7,307.72,83.9
4521,476.4,101.3,2,319,9.0,0.6,314.0,74.03
4522,418.8,80.2,3,330,11.1,0.7,307.72,54.82
4523,451.0,95.4,2,318,11.2,0.6,307.72,55.9
4524,436.3,115.7,2,319,7.4,0.8,314.0,75.88
4525,416.2,94.3,3,326,11.5,0.8,314.0,54.61
4526,429.1,92.6,2,322,11.2,0.5,307.72,57.46
4527,469.8,107.4,2,324,10.8,0.6,307.72,74.98
4528,427.0,93.7,2,315,8.0,0.6,307.72,75.18
4529,416.1,80.0,2,316,10.1,0.5,307.72,56.96
4530,435.5,90.9,3,328,7.4,0.8,307.72,82.63
4531,474.6,82.6,3,331,11.3,0.7,314.0,57.23
4532,460.6,90.0,2,323,8.4,0.7,314.0,61.46
4533,418.6,116.5,2,334,7.8,0.8,307.72,71.42
4534,403.5,106.0,2,324,9.3,0.5,307.72,87.44
4535,413.7,96.1,3,321,12.4,0.7,307.72,64.68
4536,403.6,80.2,2,331,8.9,0.5,307.72,58.95
4537,447.3,97.2,2,322,12.7,0.5,314.0,57.85
4538,433.9,94.7,3,323,12.9,0.7,307.72,56.52
4539,413.3,100.9,3,317,9.4,0.6,314.0,95.51
4540,455.9,83.8,3,316,10.4,0.8,314.0,59.81
4541,460.6,87.3,3,323,10.1,0.7,307.72,67.9
4542,443.9,101.3,2,322,9.7,0.6,314.0,64.69
4543,415.0,119.2,2,320,12.7,0.6,307.72,62.57
4544,471.3,88.5,3,327,12.4,0.5,307.72,79.46
4545,422.1,91.5,2,318,7.1,0.6,307.72,81.11
4546,477.9,83.7,3,321,8.7,0.6,314.0,90.29
4547,402.0,112.9,2,316,11.9,0.7,307.72,54.1
4548,414.2,102.6,2,324,7.9,0.8,307.72,61.71
4549,468.0,109.0,2,331,12.5,0.5,307.72,78.45
4550,424.2,104.2,2,324,9.7,0.7,307.72,58.23
4551,449.7,100.6,3,334,12.8,0.5,307.72,92.96
4552,407.0,97.1,3,323,8.5,0.8,307.72,74.89
4553,421.7,92.8,2,334,10.0,0.6,314.0,56.97
4554,422.7,92.3,3,333,12.9,0.6,307.72,64.24
4555,466.5,112.6,2,326,9.2,0.7,314.0,70.54
4556,426.1,106.4,3,333,11.0,0.8,307.72,70.16
4557,424.6,95.9,3,324,11.2,0.5,307.72,91.35
4558,403.0,119.2,2,316,8.9,0.8,307.72,69.95
4559,420.0,107.9,3,325,8.1,0.8,314.0,94.97
4560,444.8,90.2,3,315,12.8,0.5,307.72,78.34
4561,425.5,107.2,3,318,12.4,0.8,314.0,61.93
4562,455.0,92.2,3,322,12.7,0.5,307.72,80.68
4563,418.1,100.1,3,324,12.0,0.5,307.72,92.32
4564,447.8,100.5,2,334,12.2,0.5,314.0,57.08
4565,468.4,114.6,2,332,9.0,0.8,314.0,65.57
4566,403.2,93.3,2,332,11.4,0.5,307.72,56.63
4567,424.3,107.6,3,331,9.6,0.7,307.72,95.31
4568,457.6,114.9,2,319,10.3,0.6,314.0,83.37
4569,444.2,87.6,3,324,9.2,0.6,307.72,84.96
4570,467.8,94.7,2,322,9.3,0.8,314.0,54.59
4571,448.8,108.9,2,321,9.9,0.5,314.0,87.98
4572,461.1,86.1,2,322,7.9,0.6,307.72,65.42
4573,405.8,106.0,3,316,11.0,0.8,314.0,62.93
4574,476.6,96.7,2,316,11.8,0.6,307.72,59.57
4575,421.1,105.3,3,332,9.9,0.8,307.72,70.98
4576,434.5,84.5,3,320,11.7,0.6,307.72,61.9
4577,478.3,91.4,2,334,9.5,0.5,314.0,71.27
4578,437.2,87.7,2,330,8.6,0.5,307.72,69.69
4579,436.3,86.3,3,322,7.0,0.8,307.72,81.87
4580,401.7,101.7,2,323,7.8,0.8,307.72,55.03
4581,401.6,117.6,2,317,7.1,0.7,307.72,96.6
4582,455.7,92.5,2,334,8.2,0.5,307.72,86.81
4583,423.1,88.6,3,323,9.6,0.7,314.0,71.96
4584,413.3,96.3,2,321,10.2,0.5,314.0,71.01
4585,466.8,119.7,2,322,12.9,0.5,314.0,83.08
4586,428.6,100.0,3,327,9.1,0.7,314.0,87.54
4587,464.0,99.5,3,331,9.0,0.8,307.72,87.73
4588,463.0,100.3,2,324,9.5,0.5,307.72,89.29
4589,444.5,91.6,2,322,7.7,0.7,307.72,64.13
4590,467.0,83.9,2,332,9.8,0.6,307.72,51.8
4591,414.3,101.2,3,331,11.2,0.8,314.0,63.79
4592,474.4,98.2,3,317,11.7,0.6,314.0,90.31
4593,467.7,95.4,3,331,9.3,0.8,307.72,72.8
4594,473.6,92.0,2,322,7.3,0.5,314.0,96.2
4595,466.2,104.1,2,329,9.9,0.6,307.72,76.18
4596,442.0,108.8,3,334,12.7,0.8,314.0,63.16
4597,452.1,106.0,2,320,10.0,0.7,307.72,59.63
4598,467.6,93.7,3,320,10.4,0.8,307.72,65.2
4599,448.0,83.7,2,325,9.3,0.7,307.72,51.47
4600,417.2,108.5,2,330,9.1,0.6,307.72,75.66
4601,452.2,86.9,2,327,8.4,0.6,314.0,63.0
4602,423.8,116.8,2,317,9.8,0.7,307.72,68.54
4603,421.5,88.0,2,322,9.1,0.5,314.0,66.21
4604,477.8,102.0,2,320,11.2,0.6,307.72,63.1
4605,413.3,111.8,2,315,9.0,0.6,314.0,84.61
4606,400.6,114.8,3,333,12.1,0.7,314.0,72.67
4607,473.6,86.5,3,323,12.5,0.7,307.72,61.97
4608,478.8,92.1,2,323,9.4,0.5,307.72,84.83
4609,475.8,81.2,3,334,10.0,0.8,307.72,56.45
4610,447.9,96.4,2,329,8.3,0.7,314.0,57.28
4611,474.2,100.1,3,334,10.7,0.8,314.0,68.86
4612,475.6,99.6,3,319,11.7,0.6,314.0,83.8
4613,452.1,98.5,3,327,10.9,0.7,307.72,71.78
4614,443.6,109.0,2,329,8.9,0.8,307.72,59.32
4615,474.7,92.1,2,318,7.9,0.7,307.72,65.18
4616,448.6,98.1,3,316,12.4,0.8,314.0,59.52
4617,439.5,101.0,3,331,11.9,0.7,307.72,74.09
4618,419.1,98.7,3,326,10.2,0.6,314.0,89.67
4619,410.5,118.9,2,325,7.8,0.7,307.72,91.4
4620,464.1,105.2,3,328,11.5,0.6,307.72,99.87
4621,439.5,99.9,2,322,7.8,0.8,307.72,61.09
4622,414.2,109.1,2,320,9.2,0.6,314.0,77.91
4623,453.0,102.1,2,330,8.6,0.8,314.0,57.68
4624,467.4,82.2,2,324,7.7,0.5,314.0,79.72
4625,476.6,90.0,2,331,8.7,0.6,307.72,69.41
4626,473.5,91.7,2,317,11.9,0.5,307.72,58.94
4627,441.7,93.0,3,316,12.2,0.5,307.72,85.32
4628,401.6,102.9,3,331,11.9,0.8,307.72,52.63
4629,417.3,99.7,2,320,7.3,0.7,307.72,77.39
4630,410.2,80.1,3,316,11.0,0.6,314.0,62.62
4631,426.8,81.2,3,318,9.6,0.8,307.72,52.38
4632,420.7,114.9,2,317,9.9,0.7,314.0,70.31
4633,402.1,106.1,3,331,12.5,0.7,314.0,61.77
4634,449.2,110.9,2,334,12.9,0.6,307.72,53.74
4635,404.0,102.6,2,320,11.6,0.6,314.0,54.82
4636,442.7,98.2,2,333,10.5,0.7,314.0,50.38
4637,431.4,119.9,2,333,9.5,0.6,307.72,88.05
4638,418.4,96.9,3,324,10.3,0.7,307.72,74.09
4639,471.7,99.3,2,322,7.7,0.7,307.72,77.69
4640,451.7,100.9,2,320,8.7,0.5,307.72,96.99
4641,409.3,85.9,3,326,12.7,0.6,307.72,61.43
4642,408.7,114.0,3,329,10.7,0.7,314.0,80.08
4643,411.4,94.6,3,330,9.1,0.7,314.0,72.95
4644,466.4,80.5,3,326,10.2,0.6,307.72,76.54
4645,403.6,94.5,3,315,8.9,0.8,314.0,64.73
4646,479.3,104.8,3,330,10.6,0.8,307.72,80.61
4647,436.6,100.6,2,322,7.5,0.8,314.0,61.92
4648,433.8,111.3,2,326,12.5,0.6,314.0,57.45
4649,460.6,88.8,3,319,8.1,0.8,314.0,77.08
4650,466.4,99.0,3,323,11.8,0.6,307.72,85.06
4651,400.9,113.5,3,325,12.5,0.7,307.72,76.15
4652,452.7,90.4,2,317,8.0,0.5,307.72,93.11
4653,424.2,100.6,3,330,12.8,0.8,314.0,55.26
4654,433.8,103.1,2,333,9.7,0.6,314.0,65.65
4655,437.2,111.9,3,323,11.8,0.6,307.72,96.32
4656,464.5,81.2,3,315,11.3,0.7,314.0,60.52
4657,462.5,83.0,2,327,9.7,0.6,307.72,57.86
4658,420.5,92.8,2,327,7.3,0.7,314.0,59.34
4659,408.1,90.6,2,325,9.8,0.6,314.0,52.96
4660,443.9,106.9,2,328,7.8,0.7,314.0,71.77
4661,453.2,94.9,3,334,10.5,0.8,307.72,60.83
4662,443.8,88.9,3,324,7.9,0.8,314.0,81.04
4663,468.4,98.0,3,323,8.3,0.8,314.0,93.18
4664,432.6,85.5,2,320,10.3,0.5,314.0,56.93
4665,454.8,94.8,2,333,9.3,0.7,314.0,51.44
4666,420.2,108.1,3,327,8.9,0.8,307.72,82.96
4667,410.9,90.2,3,320,12.3,0.7,314.0,53.1
4668,437.4,85.7,2,315,12.0,0.5,307.72,56.6
4669,440.3,101.8,2,319,9.9,0.5,307.72,85.71
4670,455.4,116.1,2,326,9.9,0.7,314.0,67.95
4671,451.8,106.4,2,332,12.2,0.6,307.72,58.95
4672,441.3,112.7,3,323,11.6,0.8,307.72,74.57
4673,408.1,84.4,3,328,8.1,0.6,307.72,84.08
4674,421.0,103.8,2,332,7.6,0.6,314.0,79.39
4675,448.0,100.0,2,326,9.8,0.8,307.72,50.63
4676,450.6,106.1,2,319,11.2,0.8,314.0,52.27
4677,466.6,80.2,3,326,7.0,0.7,314.0,91.18
4678,438.3,94.3,3,329,12.7,0.5,307.72,83.43
4679,426.4,102.2,3,321,8.9,0.8,307.72,86.5
4680,451.2,111.9,2,318,11.5,0.5,307.72,84.61
4681,446.3,91.3,3,321,11.2,0.7,314.0,65.43
4682,400.8,99.8,3,325,7.0,0.8,314.0,95.34
4683,410.8,82.4,3,325,8.2,0.6,307.72,85.56
4684,440.3,82.9,3,315,10.8,0.5,307.72,80.9
4685,418.2,109.4,2,329,10.5,0.8,314.0,52.55
4686,416.4,116.5,2,330,12.9,0.5,314.0,65.24
4687,422.9,101.3,3,332,12.0,0.6,307.72,74.14
4688,425.5,115.0,2,318,11.6,0.5,307.72,81.6
4689,449.6,80.2,2,334,7.5,0.6,307.72,65.27
4690,408.2,90.5,2,332,8.3,0.6,314.0,60.98
4691,461.0,100.1,3,320,7.5,0.8,314.0,97.13
4692,412.0,91.6,3,329,8.6,0.8,307.72,72.43
4693,418.8,87.1,3,330,9.9,0.8,314.0,50.36
4694,468.7,92.3,2,326,8.9,0.6,314.0,64.25
4695,453.8,97.4,3,330,10.9,0.7,307.72,71.12
4696,428.9,113.5,2,321,9.7,0.6,314.0,81.98
4697,457.7,95.6,3,333,10.6,0.7,314.0,69.98
4698,406.6,110.6,3,331,11.5,0.8,314.0,60.34
4699,416.7,90.9,3,330,9.9,0.7,307.72,64.75
4700,433.3,115.2,3,327,10.0,0.8,314.0,83.38
4701,476.4,115.0,2,315,11.4,0.6,307.72,79.16
4702,451.8,80.2,3,324,9.2,0.8,307.72,56.11
4703,459.0,114.1,2,323,7.1,0.8,314.0,80.68
4704,418.9,88.4,2,327,7.4,0.6,307.72,73.78
4705,427.3,117.0,3,330,11.8,0.6,307.72,99.98
4706,463.8,103.1,2,329,9.0,0.7,314.0,66.63
4707,460.5,89.6,3,325,7.7,0.7,307.72,98.19
4708,428.3,100.8,3,334,12.5,0.7,307.72,61.25
4709,435.4,115.1,3,315,12.1,0.8,314.0,75.37
4710,415.9,92.1,2,326,7.3,0.7,307.72,64.98
4711,469.5,89.4,2,315,7.1,0.6,307.72,80.96
