3 Phase Voltage in Volts,3 Phase Current in Amps,Poles,Frequency in Hz,Power Factor,Temperature in Celcius,% Load,Angular Velocity in rad/sec,Motor Age in Yrs,Efficiency,Reliability,Life Cycle in Yrs
415.5,10,3,49,0.8,24,89,101,0,90.65,Strongly,8
472.1,12.6,2,49,0.6,18,79,114,1,85.09,Moderately,6
450.4,12.1,2,50,0.6,15,77,97,3,81.1,Moderately,4
445.3,10.1,2,49,0.6,51,56,100,1,85.81,Moderately,6
467.6,9.5,3,49,0.5,79,103,116,0,92.76,Strongly,9
424,11.3,2,50,0.8,39,110,113,1,84.42,Moderately,6
412.1,10.9,2,50,0.6,22,51,114,3,81.49,Moderately,4
461.2,8.1,3,49,0.8,49,99,82,0,90.52,Strongly,8
426.4,11.5,2,50,0.5,39,99,84,1,85.46,Moderately,6
475.1,10.2,2,50,0.5,79,68,81,3,80.04,Moderately,3
447.8,11.4,2,49,0.5,15,90,112,3,82.01,Moderately,4
421.6,8.9,2,50,0.7,17,74,89,1,85.54,Moderately,6
418.9,7.2,2,50,0.5,65,72,113,3,81.57,Moderately,4
402,10.9,3,49,0.6,64,110,90,3,80.36,Moderately,3
433.7,12.9,3,50,0.7,71,96,84,3,79.8,Weekly,3
454.6,11.8,2,49,0.7,72,115,91,3,79.66,Weekly,3
464.4,12.4,3,49,0.6,36,96,82,2,82.12,Moderately,4
459.2,9.3,3,50,0.7,28,62,107,1,85.97,Moderately,6
465.4,12.4,3,50,0.5,27,72,100,2,84.13,Moderately,5
413.7,9.8,3,50,0.6,38,109,97,0,91.05,Strongly,9
455.9,8.1,2,50,0.8,79,113,80,2,82.47,Moderately,5
439,12.5,2,50,0.6,35,72,85,1,85.2,Moderately,6
464,12.9,3,49,0.5,72,80,92,1,85.2,Moderately,6
446.1,8.7,2,49,0.5,63,50,95,0,90.79,Strongly,8
465.7,12.3,2,50,0.5,13,104,82,0,89.07,Moderately,8
437.3,10.6,3,50,0.5,57,70,112,3,82.79,Moderately,5
402.3,11.8,3,49,0.6,71,58,101,0,89.53,Moderately,8
476.2,10.2,2,49,0.6,74,103,86,2,81.76,Moderately,4
429.3,12.1,3,50,0.6,41,94,84,3,81.21,Moderately,4
401.6,7.4,2,50,0.8,12,63,99,1,85.82,Moderately,6
449.8,12.8,3,49,0.6,28,101,100,1,85.31,Moderately,6
471.6,12.5,2,49,0.7,11,111,115,2,83.17,Moderately,5
420,11.4,2,49,0.7,52,55,114,3,80.09,Moderately,3
448.7,11.6,2,50,0.5,40,80,108,2,82.42,Moderately,5
413.3,11.9,2,50,0.7,61,104,97,1,84.13,Moderately,5
470.3,12.1,2,49,0.5,61,69,94,3,81.19,Moderately,4
468.3,8.7,2,50,0.7,75,93,93,2,81.85,Moderately,4
460.4,11.7,3,49,0.6,37,103,100,1,86.51,Moderately,7
412.4,10.3,2,49,0.5,73,78,84,2,82.76,Moderately,5
436.4,10.2,3,50,0.8,70,79,103,0,90.41,Strongly,8
454.2,9.2,3,50,0.7,30,74,97,1,86.56,Moderately,7
406.5,10.3,3,50,0.5,24,101,94,1,86.79,Moderately,7
453.6,12.6,2,50,0.7,56,89,107,1,85.36,Moderately,6
456.6,9.8,2,50,0.5,54,88,109,2,83.76,Moderately,5
431,7.9,3,49,0.7,78,83,116,3,82.69,Moderately,5
425.2,7.4,2,50,0.8,69,109,95,3,80.02,Moderately,3
452.7,10.3,2,49,0.6,44,112,98,3,80.28,Moderately,3
422,12,2,50,0.6,34,95,107,1,85.65,Moderately,6
433.6,8.7,3,50,0.7,62,70,116,0,91.63,Strongly,9
466.4,11.1,3,50,0.7,69,109,86,1,85.66,Moderately,6
467.9,8.8,2,50,0.8,49,62,107,3,81.26,Moderately,4
455,8.5,2,49,0.8,60,83,97,2,81.85,Moderately,4
428.5,9.5,3,49,0.6,18,105,113,3,82.05,Moderately,4
427,10.9,2,49,0.7,20,103,98,1,84.5,Moderately,6
412.7,7.9,2,49,0.7,33,89,119,0,90.08,Strongly,8
433.5,7.5,3,49,0.8,17,105,117,1,86.73,Moderately,7
449.8,10.8,2,49,0.5,24,52,97,1,85.13,Moderately,6
419.9,8.4,3,50,0.7,61,115,100,0,90.01,Strongly,8
434.6,12.7,2,49,0.6,49,85,99,3,79.92,Weekly,3
413.3,12.1,3,50,0.8,71,97,106,2,81.88,Moderately,4
463.4,12.6,3,49,0.6,60,85,91,3,81.4,Moderately,4
413.9,9,3,50,0.5,21,94,98,2,83.71,Moderately,5
461.7,8.4,2,49,0.5,59,72,108,1,85.93,Moderately,6
433,9.8,3,49,0.6,18,74,100,3,82.41,Moderately,5
473.2,7.9,2,50,0.7,43,52,90,1,84.81,Moderately,6
447.9,12,3,50,0.8,50,79,104,0,90.3,Strongly,8
467.8,7.2,2,49,0.6,76,79,115,0,91.61,Strongly,9
436,12.4,3,50,0.7,47,64,107,1,85.01,Moderately,6
451.8,7.6,3,49,0.8,39,67,117,3,81.96,Moderately,4
475.4,11.4,2,50,0.7,14,79,104,2,83.01,Moderately,5
422.1,11.9,2,50,0.6,62,84,116,0,90.23,Strongly,8
454.9,11.4,2,49,0.5,49,79,89,1,84.68,Moderately,6
421.9,8.8,2,49,0.6,78,69,81,2,81.67,Moderately,4
479.1,11.8,2,50,0.5,65,117,104,2,83.26,Moderately,5
475.7,10.8,3,49,0.6,49,68,103,3,82.25,Moderately,4
425.6,8.6,2,49,0.5,69,75,99,3,81.72,Moderately,4
426.5,10.3,2,50,0.6,17,64,96,1,84.74,Moderately,6
437.1,11.5,3,50,0.5,65,110,88,2,83.45,Moderately,5
458.9,7.3,2,49,0.7,69,106,95,0,89.47,Moderately,8
461.9,11.8,3,49,0.7,12,102,102,0,90.95,Strongly,9
420.2,9.8,3,49,0.5,53,87,82,2,83.63,Moderately,5
466.4,11.9,3,49,0.7,44,92,87,0,89.25,Moderately,8
427.9,11.1,3,50,0.7,46,65,80,1,85.48,Moderately,6
452.4,11,3,49,0.8,67,68,88,2,81.82,Moderately,4
472.5,7.3,2,49,0.6,17,65,90,2,83.79,Moderately,5
417.9,8.8,2,49,0.6,54,100,110,2,82.5,Moderately,5
438.1,8.5,3,50,0.8,28,117,101,3,81.95,Moderately,4
426.7,11.8,2,49,0.7,78,66,108,2,82.65,Moderately,5
476.2,7.3,3,50,0.7,48,72,102,2,84.66,Moderately,6
463.3,9.5,2,50,0.7,65,77,97,1,85.54,Moderately,6
424,9.1,3,50,0.8,67,92,101,1,86.02,Moderately,6
471.8,9.8,2,50,0.8,10,53,113,2,82.26,Moderately,4
468.2,10.1,3,49,0.5,45,115,119,3,82.82,Moderately,5
461.9,8.8,3,49,0.6,48,77,110,2,83.93,Moderately,5
427.9,12.4,3,49,0.6,69,104,111,3,80.8,Moderately,4
467.1,10.7,3,49,0.8,28,93,95,0,89.54,Moderately,8
469.7,12.8,2,50,0.8,55,116,82,1,84.86,Moderately,6
459.1,11.7,2,49,0.7,44,96,102,0,89.97,Moderately,8
409.5,8.1,2,50,0.8,76,103,106,1,84.54,Moderately,6
425.5,11,3,50,0.6,11,110,103,1,85.72,Moderately,6
473.8,8.8,2,50,0.6,74,74,98,2,82.23,Moderately,4
432.8,12.3,3,50,0.8,60,103,87,3,80.79,Moderately,4
464.6,11,2,49,0.6,38,72,83,2,81.71,Moderately,4
452.5,12.9,3,49,0.8,71,91,102,1,85.58,Moderately,6
471.4,7.3,3,49,0.7,65,75,115,3,82.34,Moderately,4
445.1,7.6,2,49,0.8,58,55,103,3,80.33,Moderately,3
435.3,10.6,3,50,0.7,48,58,99,0,89.62,Moderately,8
443.3,12.2,2,50,0.5,19,119,89,3,81.14,Moderately,4
406.3,9.3,2,49,0.7,11,106,109,0,89.52,Moderately,8
465.2,12.8,3,49,0.6,34,74,110,0,91.26,Strongly,9
468.3,10.7,3,50,0.7,40,56,92,1,85.05,Moderately,6
417.8,12.2,3,49,0.6,13,70,90,3,81.52,Moderately,4
408.2,9.8,2,50,0.6,11,90,88,2,82.89,Moderately,5
473.7,11.8,3,50,0.5,14,116,100,0,90.79,Strongly,8
452.6,9.2,3,49,0.7,61,80,94,3,80.75,Moderately,4
470.2,8.4,2,50,0.7,33,54,97,2,83.22,Moderately,5
401.9,7.5,3,50,0.6,70,86,86,3,81.87,Moderately,4
426.5,9.5,3,50,0.8,20,116,83,3,80.21,Moderately,3
462.8,11.2,3,50,0.6,24,57,87,2,83.48,Moderately,5
405.9,10.6,2,50,0.8,39,112,98,0,89.67,Moderately,8
414,7.4,3,49,0.8,55,53,89,2,83.43,Moderately,5
425.1,8.4,2,50,0.7,26,84,92,3,80.16,Moderately,3
438.3,9.1,2,50,0.5,14,67,86,1,86.09,Moderately,6
403.3,12.5,2,50,0.6,23,63,108,3,80.09,Moderately,3
442.6,12.1,2,50,0.7,64,66,87,3,79.55,Weekly,3
479.5,8.8,2,49,0.5,48,86,96,2,82.8,Moderately,5
404.5,7.6,2,50,0.6,12,104,109,2,82.98,Moderately,5
432.8,10.4,3,49,0.6,30,114,110,1,87.12,Moderately,7
438,10.6,2,50,0.7,65,117,90,3,79.71,Weekly,3
404.8,12,2,50,0.6,60,114,83,1,84.04,Moderately,5
427,7.8,2,50,0.6,48,111,84,3,80.22,Moderately,3
472.4,10.8,2,49,0.8,46,119,98,2,81.65,Moderately,4
404.5,9.9,3,50,0.7,32,80,116,0,90.32,Strongly,8
426.2,9,3,50,0.5,57,82,113,1,87.94,Moderately,7
424.5,12.6,3,49,0.6,51,106,96,3,80.43,Moderately,3
414.8,9.7,3,49,0.6,49,103,89,1,86.23,Moderately,6
415.1,11.8,3,49,0.6,27,75,115,1,85.86,Moderately,6
403.2,7.2,2,49,0.5,29,84,95,1,85.72,Moderately,6
411.5,12.3,3,49,0.7,23,92,111,3,80.71,Moderately,4
451.6,8.9,2,50,0.6,79,73,111,3,80.63,Moderately,4
448.1,11.6,3,49,0.8,71,90,86,1,85.37,Moderately,6
434.3,7.5,3,50,0.7,72,109,86,0,89.78,Moderately,8
471.7,7.4,2,50,0.5,74,71,100,0,91.38,Strongly,9
443,9,3,50,0.8,60,105,105,1,85.29,Moderately,6
410.5,7.4,3,50,0.6,65,89,104,2,83.56,Moderately,5
443.7,11,3,50,0.8,38,94,103,1,84.97,Moderately,6
458.7,7.4,3,50,0.6,61,113,89,2,84.25,Moderately,5
463.3,8.2,2,50,0.6,38,59,107,1,86.57,Moderately,7
475.8,11.3,3,50,0.8,24,117,95,0,90.43,Strongly,8
465.1,12,3,49,0.8,38,75,88,1,85.57,Moderately,6
457.7,7.5,3,50,0.7,57,92,86,3,80.91,Moderately,4
476.8,12.7,3,49,0.7,67,54,91,3,80.15,Moderately,3
472.1,7.8,3,49,0.6,36,90,86,0,90.69,Strongly,8
452.1,10,3,50,0.7,65,95,81,3,81.15,Moderately,4
417.8,10.9,2,49,0.5,49,75,85,1,84.52,Moderately,6
411.3,7.6,2,50,0.8,73,80,101,0,90.05,Strongly,8
419.7,11.9,3,50,0.5,64,119,98,1,86.35,Moderately,6
400.8,8.2,2,49,0.8,77,109,89,3,79.72,Weekly,3
406.7,9.1,3,49,0.6,61,109,85,1,85.11,Moderately,6
432.6,11.2,2,49,0.7,48,95,86,1,85.14,Moderately,6
437.1,9.6,2,49,0.6,24,54,103,0,89.66,Moderately,8
448.4,9.1,2,49,0.8,30,66,97,1,84.57,Moderately,6
433.7,9.3,3,50,0.5,49,105,104,3,81.9,Moderately,4
438.8,9.6,2,49,0.6,27,53,86,3,81.14,Moderately,4
437.4,9.2,2,50,0.7,75,60,87,1,85.27,Moderately,6
415.3,7.5,3,49,0.8,76,104,83,3,81.31,Moderately,4
473.5,12.3,2,50,0.8,76,114,100,3,80.62,Moderately,4
460.6,10.3,2,50,0.8,37,57,96,0,89.83,Moderately,8
474.2,11.2,3,49,0.6,38,91,80,3,80.45,Moderately,3
464.8,10.4,2,50,0.5,49,101,86,2,83.04,Moderately,5
459.1,8.2,2,50,0.8,22,113,89,2,82.87,Moderately,5
406.8,8,3,49,0.7,38,83,90,2,83.66,Moderately,5
449.5,10.7,3,50,0.7,69,105,83,3,81.08,Moderately,4
476.1,10.7,2,49,0.6,25,77,118,0,91.1,Strongly,9
471.3,8.7,3,49,0.5,45,113,99,3,82.31,Moderately,4
478.6,12.1,3,50,0.7,12,66,109,1,86.6,Moderately,7
439.7,10.8,3,50,0.7,53,108,101,0,89.63,Moderately,8
453.5,7.5,3,50,0.8,16,61,87,0,91.02,Strongly,9
471.3,12,3,49,0.8,65,116,109,3,80.45,Moderately,3
440.3,10.8,2,50,0.7,14,93,103,3,80.14,Moderately,3
414.3,9.8,2,50,0.7,29,58,102,3,80.1,Moderately,3
448.6,7.1,2,50,0.8,15,98,115,0,91.16,Strongly,9
467.1,10.7,3,50,0.8,18,62,114,3,82.07,Moderately,4
425.2,7,3,50,0.5,48,96,95,0,92.63,Strongly,9
475.9,9.4,2,49,0.8,27,79,105,1,85.82,Moderately,6
466.6,11.6,3,50,0.5,58,114,119,2,83.86,Moderately,5
470.4,12.4,2,49,0.7,49,105,98,1,84.33,Moderately,5
429.5,11.6,2,50,0.5,25,76,82,0,88.97,Moderately,8
466.3,7.4,3,49,0.5,70,95,106,1,88.7,Moderately,8
469.5,10.9,2,49,0.5,34,112,86,3,81.29,Moderately,4
406.1,9.1,3,49,0.8,10,111,90,2,83.31,Moderately,5
471.3,11.2,3,49,0.5,27,52,109,1,87.76,Moderately,7
417.9,12.4,3,50,0.5,46,108,85,3,81.43,Moderately,4
461,9.4,2,49,0.5,58,72,102,2,83.69,Moderately,5
430.2,10.6,2,49,0.7,45,112,95,1,85.37,Moderately,6
471.8,9.6,2,49,0.5,45,61,80,1,85.8,Moderately,6
461.3,8.7,3,49,0.6,37,96,85,1,85.68,Moderately,6
418.4,9.3,2,50,0.6,34,102,102,1,84.95,Moderately,6
415.4,8.5,3,49,0.8,14,52,111,2,84.2,Moderately,5
412.6,12.9,3,50,0.8,62,96,84,2,81.43,Moderately,4
412.9,11,3,50,0.5,15,67,105,0,91.8,Strongly,9
461,7.2,3,50,0.5,69,95,108,2,84.97,Moderately,6
460.7,7.6,3,50,0.6,25,103,96,3,83.03,Moderately,5
421,11.1,3,50,0.7,36,103,93,1,84.84,Moderately,6
404.4,10.4,2,50,0.8,55,61,114,1,85.42,Moderately,6
400.4,7.2,2,49,0.8,32,62,107,3,81.48,Moderately,4
419.1,12.4,2,49,0.6,74,85,92,0,88.66,Moderately,8
423.1,10.1,2,50,0.6,14,70,94,1,85.73,Moderately,6
459.5,10.5,2,50,0.5,50,92,95,2,83.23,Moderately,5
414.1,9.7,3,50,0.7,65,89,86,1,85.7,Moderately,6
436.4,7.9,2,49,0.5,67,103,94,3,81.81,Moderately,4
444.2,9.6,3,49,0.7,24,91,96,1,86.49,Moderately,7
438,12.2,2,50,0.8,42,107,105,3,79.73,Weekly,3
446.1,7.6,2,50,0.7,53,60,119,2,82.84,Moderately,5
471.8,9.3,3,50,0.7,35,78,100,2,83.97,Moderately,5
428.7,10.6,2,50,0.5,59,117,80,0,89.9,Moderately,8
421.6,11.1,2,49,0.8,54,79,109,3,79.85,Weekly,3
448.8,10.6,3,49,0.8,50,79,117,3,81.93,Moderately,4
414.4,12.3,3,49,0.7,63,107,95,1,85.6,Moderately,6
467.2,12.8,2,50,0.6,10,67,108,0,90.39,Strongly,8
464.2,11.6,3,50,0.7,41,68,80,3,81.06,Moderately,4
432,10.9,3,50,0.5,30,58,91,3,81.07,Moderately,4
420.2,8.4,2,50,0.6,47,105,109,1,85.28,Moderately,6
432.9,10.9,3,49,0.8,78,63,88,0,89.92,Moderately,8
420.9,8.1,3,49,0.8,70,80,89,0,89.44,Moderately,8
441.2,9.1,2,50,0.5,73,104,115,1,86.66,Moderately,7
439.3,12.2,3,49,0.5,73,111,104,1,86.62,Moderately,7
453.5,10.9,2,49,0.8,37,63,109,0,90.04,Strongly,8
471,12.3,3,50,0.5,33,51,84,2,83.54,Moderately,5
413.8,10.2,2,49,0.7,45,65,116,2,82.12,Moderately,4
406.4,11.7,2,49,0.7,60,102,84,1,84.96,Moderately,6
452.2,11,3,50,0.8,64,89,82,2,81.67,Moderately,4
408.3,12.4,2,49,0.7,77,78,81,0,88.3,Moderately,7
416.7,9.6,3,50,0.6,56,101,92,2,83.53,Moderately,5
469.3,11,3,49,0.5,28,71,92,3,81.39,Moderately,4
408.5,9.3,2,49,0.7,31,117,89,2,81.71,Moderately,4
473.4,11.5,3,49,0.8,62,65,102,1,85.89,Moderately,6
419,10.9,2,50,0.5,69,57,107,0,90.45,Strongly,8
438.7,7.4,3,49,0.8,58,53,101,3,81.13,Moderately,4
434.9,9.5,3,49,0.5,59,81,84,1,85.55,Moderately,6
409.2,8.7,2,49,0.6,46,118,82,0,90,Moderately,8
404.8,9.4,3,49,0.8,67,95,86,2,82.84,Moderately,5
466.7,11.9,3,49,0.7,48,68,101,3,80.58,Moderately,4
408.1,11.3,2,50,0.6,46,112,101,3,80,Weekly,3
411.7,10.6,3,49,0.7,31,75,110,2,83.77,Moderately,5
478.4,7.4,2,49,0.8,31,87,113,1,85.53,Moderately,6
402.6,7.1,3,50,0.5,23,55,98,3,82.59,Moderately,5
413.3,11,2,50,0.7,42,54,109,0,89.02,Moderately,8
407.3,10.2,3,50,0.5,31,84,92,0,90.24,Strongly,8
459.8,7,3,50,0.5,75,72,103,1,88.48,Moderately,7
432.2,7.5,3,49,0.6,36,55,118,0,92.37,Strongly,9
417.2,12,2,50,0.7,14,84,92,2,82.53,Moderately,5
435,9.5,3,49,0.8,57,79,99,1,86.04,Moderately,6
401.7,8.5,2,49,0.6,56,84,84,2,81.81,Moderately,4
451.7,10.3,2,49,0.8,79,67,113,3,81.01,Moderately,4
400.7,9.3,2,49,0.6,59,100,104,2,83.12,Moderately,5
439.6,10.9,3,50,0.5,43,90,94,3,82.12,Moderately,4
435.3,9.4,3,49,0.8,13,67,88,1,85.01,Moderately,6
436.6,11.5,2,49,0.5,47,51,102,0,89.47,Moderately,8
479.5,8.2,2,49,0.5,29,92,85,2,83.7,Moderately,5
443,10.5,2,49,0.6,56,52,92,3,81.02,Moderately,4
410.9,8.6,2,50,0.8,79,106,113,1,84.59,Moderately,6
457.2,12.5,3,49,0.5,39,88,105,3,81.4,Moderately,4
408.1,7.4,2,50,0.5,69,117,118,1,86.17,Moderately,6
414.3,11.6,2,50,0.5,68,65,94,1,85.5,Moderately,6
454.4,12.2,3,50,0.8,62,82,115,3,80.47,Moderately,4
409.1,8.4,2,49,0.7,79,71,84,1,85.26,Moderately,6
418.2,9.8,2,50,0.7,70,103,105,3,81,Moderately,4
421.5,9,3,50,0.7,45,57,83,3,80.36,Moderately,3
469.9,7.8,3,50,0.5,23,114,108,3,83.49,Moderately,5
417,10.2,3,49,0.5,52,72,109,1,87.38,Moderately,7
414.7,11.2,2,49,0.6,39,112,98,1,85.55,Moderately,6
402.3,9.9,3,50,0.6,50,93,115,2,84.23,Moderately,5
424,11.6,3,50,0.6,21,112,111,1,86.78,Moderately,7
419,12.5,3,50,0.6,10,63,97,3,81.65,Moderately,4
441.7,7.5,3,50,0.5,44,104,102,0,93,Strongly,9
469.8,8.6,2,49,0.7,78,74,118,2,83.55,Moderately,5
476.6,7.1,2,50,0.7,57,101,105,1,85.4,Moderately,6
423.8,11,2,50,0.6,21,57,82,1,85.3,Moderately,6
440.1,10.2,2,49,0.7,70,80,117,1,84.83,Moderately,6
412.1,12.1,3,50,0.7,38,110,107,2,82.29,Moderately,4
416.7,10.5,3,49,0.5,27,75,93,0,91.38,Strongly,9
430.7,11.7,3,49,0.5,28,79,96,1,85.73,Moderately,6
416.8,11,2,50,0.5,23,59,91,1,85.74,Moderately,6
426.7,10.3,2,50,0.7,59,67,87,2,82.47,Moderately,5
402,10.8,2,50,0.5,45,111,92,3,81.11,Moderately,4
450.6,12.2,3,50,0.7,57,103,111,2,83.44,Moderately,5
433.2,8.6,2,49,0.5,26,114,81,2,83.28,Moderately,5
464.7,11.8,2,50,0.5,15,72,117,0,90.23,Strongly,8
467.8,9.4,2,49,0.5,51,82,113,3,81.34,Moderately,4
400.3,11.5,3,49,0.5,76,103,84,2,82.15,Moderately,4
422.5,9.8,2,49,0.7,72,61,104,3,81.02,Moderately,4
447,7.2,2,50,0.5,48,53,100,0,90.53,Strongly,8
463.7,10.8,2,49,0.6,32,72,106,2,82.32,Moderately,4
433.1,9.5,3,50,0.6,69,78,110,1,86.94,Moderately,7
447.5,8.1,3,50,0.5,79,119,92,2,83.43,Moderately,5
409.5,11.8,3,49,0.8,18,72,98,2,83.03,Moderately,5
424.5,10.8,2,50,0.5,78,71,115,3,80.6,Moderately,4
465.5,12.2,3,49,0.5,64,88,95,1,86.49,Moderately,7
439.8,11.4,2,49,0.6,55,60,92,3,80.91,Moderately,4
418.7,10,2,50,0.6,34,87,115,2,83.45,Moderately,5
478.1,7.4,2,49,0.6,42,54,93,3,81.89,Moderately,4
446,12.8,2,50,0.7,43,103,117,1,85.56,Moderately,6
427.9,8.1,2,49,0.5,29,105,106,0,91.59,Strongly,9
417.4,7.5,2,50,0.5,45,95,107,3,82.38,Moderately,5
476.3,8.9,2,50,0.5,56,77,112,0,91.53,Strongly,9
431.3,11.3,2,50,0.5,79,114,108,2,82.17,Moderately,4
457.3,12.1,2,50,0.7,65,69,118,2,82.9,Moderately,5
453,7.7,3,49,0.8,25,91,110,3,81.76,Moderately,4
463.9,12.9,2,49,0.6,75,72,103,1,85.45,Moderately,6
415.3,11,3,49,0.7,46,73,113,0,90.97,Strongly,9
416.4,12.4,3,49,0.8,79,52,84,0,88.62,Moderately,8
479,11,3,49,0.6,61,84,93,3,80.78,Moderately,4
444.8,7,2,49,0.7,61,57,110,3,80.93,Moderately,4
412.9,10.3,2,49,0.6,30,116,105,1,85.89,Moderately,6
460.7,12,2,50,0.8,56,52,96,3,80.62,Moderately,4
418.8,12.6,3,49,0.8,74,52,107,1,84.6,Moderately,6
479.9,12.8,2,50,0.6,61,85,98,1,85.43,Moderately,6
448.8,12.2,2,49,0.7,71,91,115,3,80.03,Moderately,3
434.3,9.9,3,50,0.7,19,58,89,1,86.1,Moderately,6
409.6,9.7,2,50,0.6,54,57,100,1,85.68,Moderately,6
420.6,8.4,3,49,0.6,25,96,98,2,83.45,Moderately,5
477.3,7.9,2,50,0.6,43,60,90,0,90.65,Strongly,8
406.6,12.2,3,49,0.7,33,50,91,0,90.14,Strongly,8
478.2,8.3,2,50,0.7,10,109,100,3,80.7,Moderately,4
440.5,12.4,3,50,0.8,10,102,117,2,82.58,Moderately,5
407.2,7.1,2,50,0.7,74,89,117,3,80.77,Moderately,4
410.6,10.9,3,50,0.7,45,71,88,2,82.94,Moderately,5
428.8,7.4,2,50,0.7,35,89,101,3,80.57,Moderately,4
468.4,7.3,2,49,0.5,53,109,113,1,87.72,Moderately,7
429.6,11.2,2,49,0.5,24,82,97,3,81.44,Moderately,4
476.1,7.7,2,50,0.7,22,105,114,0,91.36,Strongly,9
472.3,11.7,3,50,0.5,18,76,87,3,82.06,Moderately,4
453.9,11.6,2,50,0.5,54,61,82,0,89.92,Moderately,8
403.3,9.7,2,49,0.6,62,58,83,1,85.29,Moderately,6
440.3,10.5,3,49,0.8,62,85,84,3,79.98,Weekly,3
415.8,10.7,3,50,0.6,37,78,118,1,87.08,Moderately,7
474.7,9.6,2,49,0.5,15,107,110,0,91.71,Strongly,9
478.6,7.3,2,50,0.7,30,96,91,0,90.62,Strongly,8
421.1,9.1,2,49,0.6,31,75,92,1,84.8,Moderately,6
461.9,9.6,3,50,0.5,17,108,115,0,92.33,Strongly,9
423.2,12.7,3,49,0.6,43,65,82,1,85.6,Moderately,6
433.8,11.2,2,49,0.7,71,74,114,0,89.09,Moderately,8
441.1,10.5,3,49,0.8,33,72,88,0,89.23,Moderately,8
458.5,7.7,2,50,0.6,70,66,103,3,81.78,Moderately,4
441.6,10,3,49,0.7,24,82,104,2,82.93,Moderately,5
413.5,9.3,2,50,0.6,75,65,94,3,80.02,Moderately,3
437,11.3,2,50,0.6,43,93,109,0,90.32,Strongly,8
451,11.8,2,50,0.8,34,79,97,1,85.18,Moderately,6
460.7,7.7,3,49,0.6,68,70,84,0,91.26,Strongly,9
427,11.7,2,49,0.6,69,108,99,2,81.72,Moderately,4
438.3,12.2,3,49,0.5,28,63,90,1,85.43,Moderately,6
475.1,8.9,2,49,0.6,61,99,89,1,85.8,Moderately,6
448.1,10,3,49,0.8,29,112,91,3,80.41,Moderately,3
412,8.5,2,49,0.5,28,93,119,2,84.56,Moderately,6
443.2,12.1,3,49,0.6,11,108,107,0,90.38,Strongly,8
422.3,9,2,49,0.8,25,110,81,3,79.71,Weekly,3
447.6,12.4,3,50,0.5,21,117,80,2,83.36,Moderately,5
401.1,10.3,2,50,0.8,15,78,100,0,88.82,Moderately,8
468.9,9.9,3,49,0.8,32,90,80,2,83,Moderately,5
457.2,9.7,2,49,0.5,56,98,111,3,81.09,Moderately,4
414.8,12.6,2,50,0.5,17,68,101,0,89.31,Moderately,8
437.1,12.6,3,50,0.8,58,118,109,1,84.74,Moderately,6
419.5,12.9,2,49,0.6,12,76,111,1,84.78,Moderately,6
474.8,8,3,49,0.6,25,71,100,3,83.27,Moderately,5
479.3,12.9,2,49,0.8,47,117,104,3,79.77,Weekly,3
417.7,8.5,3,49,0.6,18,87,111,1,86.87,Moderately,7
472.4,9,2,49,0.7,24,55,104,0,90.66,Strongly,8
427.5,10,3,49,0.8,68,53,94,3,81.21,Moderately,4
403.7,11.5,2,50,0.5,31,117,84,3,79.92,Weekly,3
436.2,12.9,3,50,0.5,49,74,114,0,91.51,Strongly,9
460.2,7.1,3,50,0.6,59,90,107,1,88.1,Moderately,7
428.9,8.8,3,50,0.7,16,87,100,0,91.33,Strongly,9
440.4,12,2,50,0.6,55,72,116,2,82.11,Moderately,4
407.8,12,3,49,0.7,12,100,91,0,90.3,Strongly,8
406.9,11.4,2,50,0.6,38,114,106,3,81.12,Moderately,4
471.1,7.4,3,50,0.7,50,70,88,2,82.96,Moderately,5
463.9,9.3,3,50,0.7,73,66,117,0,90.58,Strongly,8
414,10.2,2,49,0.6,22,82,104,1,84.94,Moderately,6
450.8,9.2,3,49,0.7,25,77,111,0,90.84,Strongly,8
443,10.4,3,50,0.8,21,118,93,2,82.18,Moderately,4
423.3,7.6,3,50,0.7,60,114,91,3,80.86,Moderately,4
445.6,10.5,2,49,0.6,59,50,80,0,88.75,Moderately,8
421.9,10.1,2,49,0.6,36,73,107,0,90.51,Strongly,8
449.9,9.2,2,50,0.6,28,74,98,3,80.5,Moderately,4
429.4,10.1,3,50,0.5,43,63,104,3,81.67,Moderately,4
429.8,11.8,3,49,0.7,42,56,100,3,81.45,Moderately,4
401,7,2,50,0.7,56,89,88,3,80.11,Moderately,3
413.7,10.9,3,49,0.6,77,87,81,2,81.91,Moderately,4
451.6,11.1,3,50,0.7,79,75,100,0,89.44,Moderately,8
434.1,12.4,2,49,0.6,48,84,88,0,89.72,Moderately,8
451.1,12.1,3,50,0.6,56,112,85,0,90.26,Strongly,8
415.4,12.6,2,49,0.6,12,96,84,1,84.23,Moderately,5
436.7,8.4,2,49,0.5,27,95,82,1,85.08,Moderately,6
422.3,11.4,3,49,0.5,13,70,89,2,82.86,Moderately,5
448.7,8.3,3,50,0.5,42,64,96,0,92.31,Strongly,9
442.1,10.4,2,49,0.7,67,62,110,0,89.17,Moderately,8
423.5,9,3,50,0.6,39,78,91,0,90.08,Strongly,8
448,9.9,3,49,0.7,79,105,98,3,81.59,Moderately,4
402.9,9.4,2,50,0.8,24,71,111,0,90.15,Strongly,8
414.3,11.4,2,49,0.6,20,107,80,2,82.54,Moderately,5
